No.;Time;Comment;Scramble;Date;P.1
12783;7.47;;D L' F D F' R' U2 B' L2 U B2 D2 R2 F2 D2 L2 U' L2 B2 L;2026-06-24 18:10:29;7.47
12784;13.70+;;B2 U F2 D L2 U B2 D2 L2 B2 R2 L' B R D' R B D2 U R';2026-06-24 18:10:49;11.7
12785;9.17;;D L' F L U F D2 L B' U2 R B2 U2 L' D2 R L2 F2 R' B2 U2;2026-06-24 18:11:15;9.17
12786;11.20;;U' R2 F2 D B2 F2 D2 R2 B2 R2 F' L2 R B U B2 D2 L' F2;2026-06-24 18:11:50;11.2
12787;11.37;;D2 R2 F2 R2 F D2 F2 U2 B F' U L' U B' D' F U2 L' B2 D';2026-06-24 18:12:11;11.37
12788;13.69;;R' B2 D2 B2 U2 L' F2 R U2 R' B2 U B2 U B R F2 L U' L2;2026-06-24 18:12:37;13.69
12789;9.53;;F D' B R2 F2 U L2 B2 R2 D2 B2 U R' U2 F U L2 U2 R';2026-06-24 18:13:02;9.53
12790;11.99+;;D' U' B2 L2 U F2 R2 D' R2 F2 R2 B L' B2 L2 U R B' F L R';2026-06-24 18:13:34;9.99
12791;10.98;;R2 F2 L U2 L U2 F2 D' R F' D' L' F' L' R2 B;2026-06-24 18:13:57;10.98
12792;12.44+;;D' F2 U2 L2 U' F2 R2 U' B2 U R F' R2 U' F L D' L2;2026-06-24 18:14:23;10.44
12793;8.67;;L' F R2 F' D2 B2 R2 D2 F2 L2 D2 B' D2 U' R D' B' L R U' R;2026-06-24 18:15:21;8.67
12794;9.07;;D F2 D2 R U2 L U2 R2 D2 L' B2 R D2 B' D B2 R' U' F' L B';2026-06-24 18:15:43;9.07
12795;11.04;;B L2 D' L2 D L2 B2 F2 D B2 L2 D2 L' U2 B D' U' L2 D L2;2026-06-24 18:16:03;11.04
12796;10.12;;D2 R2 D2 L2 B2 L2 D' F2 D F2 U' R' F' L F2 R2 U B2 F;2026-06-24 18:16:35;10.12
12797;10.13;;L2 F' R2 D2 B' R2 F2 U2 B U2 L2 U' L B2 U L' R2 B' R2 F;2026-06-24 18:16:59;10.13
12798;14.54;;F R' U2 F R L' B R' D B2 L2 D B2 U' L2 U F2 R2 D2 B2 F;2026-06-24 18:17:29;14.54
12799;11.34;;D2 B R2 U2 L' F2 R2 B2 L U2 R2 U2 B2 U2 D' R' U B2 F U B2;2026-06-24 18:17:53;11.34
12800;9.79;;B' R' L U B' L' D2 B2 U' D2 R2 F2 D L2 F2 D' L2 R' F2;2026-06-26 14:47:24;9.79
12801;8.68;;U2 F2 R2 D B2 D R2 B2 F2 R2 U2 F U' L' B D' L2 D F' U;2026-06-26 21:38:13;8.68
12802;9.66;;L2 F' L2 U R2 L D2 F R2 D L2 F2 U L2 U' R2 D B2 D R2 L';2026-06-26 21:38:32;9.66
12803;8.22;;D L' U R' U' F2 U' F U B2 L2 F2 U2 R2 L2 D' R2 D R2 F';2026-06-26 21:39:01;8.22
12804;10.21;;U' D2 B' D2 R2 B' U2 R2 F U2 B2 F' L' F' D' R F D2 U2 R2;2026-06-26 21:39:18;10.21
12805;8.50;;D' B U2 R2 B2 R2 F' U2 R2 D2 R' B' F' R2 U R' F2 R';2026-06-26 21:39:36;8.5
12806;12.72;;U' R2 D' F2 L2 U2 L2 U L F' R' F2 R' B D' B' R' D2;2026-06-26 21:40:05;12.72
12807;9.71;;F2 L2 D' R2 B2 D2 F2 D2 R2 U2 F2 L B R D' U' R2 B' F' U2;2026-06-26 21:40:29;9.71
12808;7.95;;R' B R2 D R2 F2 U' B2 U' R2 U L2 B2 D2 F' L D' R2 U2 R;2026-06-26 21:40:47;7.95
12809;9.59;;L' F2 U2 R2 F U2 L2 B' D2 B2 D2 U2 L2 U' L' F L2 R' D' U L';2026-06-26 21:41:06;9.59
12810;9.80;;D F B D F2 U L' B L2 F2 R' U2 R2 U2 F2 R U2 F2 L' D2;2026-06-26 21:41:24;9.8
12811;12.12;;R2 B2 D2 F2 U R2 B2 F2 D' B2 D' R2 F' U R2 B' F L' U' L2 R';2026-06-26 21:41:44;12.12
12812;8.85;;R2 U' B L2 D' L B U2 F L2 U' F2 D' R2 D L2 B2 U' D' F2 L2;2026-06-26 21:42:05;8.85
12813;10.48;;B L' D2 B2 D' R2 U2 B2 D F2 D' L2 U L2 F' L' D' U2 B' L2 D2;2026-06-26 21:42:24;10.48
12814;10.03;;U' R' D L2 R2 U2 B2 L2 F2 U' R2 D R F D U2 L' D';2026-06-26 21:42:43;10.03
12815;10.48;;F B' R' U L2 U R2 B R' F2 R U2 L' B2 R U2 F2 B2 L U L2;2026-06-26 21:43:08;10.48
12816;9.28;;U2 B' R B2 U F R2 D' R' U' R2 L2 D L2 D F2 U L2 D' R2 D2;2026-06-26 21:43:27;9.28
12817;9.33;;D F L2 D F2 U B2 L2 B2 D' L2 U B2 D' F' R B' F2 R' D2;2026-06-26 21:43:47;9.33
12818;10.17;;R B' U2 B R2 B' U2 B2 D2 L2 D2 F R' B2 U2 R U B R D' F';2026-06-26 21:44:36;10.17
12819;9.92;;U R' F' L F B2 L D' F' L2 F' L2 B' D2 F' D2 R2 U2 F2 D;2026-06-26 21:44:58;9.92
12820;8.73;;D2 U' R2 D' B2 U2 L2 U' L2 R' F2 U2 B R B2 U' R2 D' R';2026-06-26 21:45:19;8.73
12821;8.61;;L' B R U' D2 L B' R2 D' F2 U' D2 B2 D2 F2 R2 D' R2 B2 F R2;2026-06-26 21:45:38;8.61
12822;15.16;;R' B L' B D B2 U B' R B2 U2 L2 B U2 L2 D2 R2 F' U2 F B;2026-06-26 21:45:58;15.16
12823;9.16;;F2 L' F2 L2 D R2 D2 B2 F2 R2 U L2 B U R' U R F2 U L';2026-06-26 21:46:23;9.16
12824;9.17;;B2 L2 F' L2 D2 B' D2 B' R2 B' L2 R2 U R' B U2 R' B2 R F2 D';2026-06-26 21:47:24;9.17
12825;10.36;;U2 R2 F R2 B U2 F' D2 L2 F2 L' R' B R2 B D2 U' R F2;2026-06-26 21:47:45;10.36
12826;8.85;;D' R2 F2 L' U2 B2 F2 L2 R D2 R D2 F2 B' L D R' F L' D U';2026-06-26 21:48:15;8.85
12827;8.91;;B2 D2 R' F D' B' R' D L2 U2 F L2 B U2 D2 B2 U2 F' R2 U;2026-06-26 21:49:35;8.91
12828;7.95;;B' U' B' U2 B F2 L2 U2 F' L2 U2 R2 U R' B' L' R';2026-06-26 21:50:11;7.95
12829;7.95;;B' F' D2 U2 R2 F' D2 B' L2 B R B U' L F R2 B' D B;2026-06-26 21:50:27;7.95
12830;9.76;;F U' B' U2 B U2 R2 U2 B' D2 F' R2 B' R2 U' B' D' L2 R' U B;2026-06-26 21:50:48;9.76
12831;14.14;;L2 D2 R B2 L F2 D2 U2 R B2 U2 R D B' L' R' U' R' F' L R';2026-06-26 21:51:06;14.14
12832;9.80;;D2 B R2 U2 R2 U2 B L2 B2 U2 R2 F D U2 B' F D' L F2 D2 U2;2026-06-26 21:51:35;9.8
12833;9.77;;D' R U2 B U2 F2 B2 L F L2 U2 D' R2 U2 D F2 R2 F2 R2;2026-06-26 21:51:52;9.77
12834;9.67;;R2 B' F2 U R2 U R2 B2 D B2 L2 D2 B2 L' B2 D' B R2 U' B';2026-06-26 21:52:13;9.67
12835;8.41;;D' F2 L2 D F2 U B2 L2 D' L2 U2 L F L2 F2 U' F2 R' F2 D' B2;2026-06-26 21:52:36;8.41
12836;10.58;;U2 B L2 F' U' B U2 B' F2 R' U2 L2 U2 L' U2 L' F2 L' F2 U;2026-06-26 21:52:53;10.58
12837;11.28;;B2 R' F L' U B R' L F U2 F2 R2 L B2 L2 F2 B2 U2 F2 R' B2;2026-06-26 21:53:13;11.28
12838;9.65;;B' D L2 D' U' B2 R2 U' L2 F2 D R2 F2 R F' R2 U' L F U B2;2026-06-26 21:53:33;9.65
12839;10.99;;L2 B F R2 B U2 R2 F' U2 L2 R2 D F' D' B2 L2 U R' U' F';2026-06-26 21:53:53;10.99
12840;9.75;;U' R2 F R L F2 U' L D2 B2 D2 L2 F' U2 D2 F2 L2 B R;2026-06-26 21:54:13;9.75
12841;9.85;;B2 F2 D' B2 R2 U' R2 F2 D2 F2 R' F' D' R2 U2 R B U2 B2 F';2026-06-26 21:54:35;9.85
12842;13.21;;F2 R2 B2 L2 D' F2 D' B2 R2 U R2 U' F' R2 F R' U' F' L' D L';2026-06-26 21:55:10;13.21
12843;8.71;;U L' D2 B L D' L D2 F' B' R2 F2 D2 R2 F' L2 F L2 D' L2;2026-06-26 21:56:05;8.71
12844;9.21;;D2 F' L2 D' R2 U F2 D' B2 U R2 U' R' F' L D B' U R B2 F2;2026-06-26 21:56:22;9.21
12845;9.96;;L B2 R' B2 D R2 B2 D' R2 D2 L2 D B' R F' R B2 L D;2026-06-26 21:56:40;9.96
12846;7.66;;B' D2 U2 F2 U2 L U2 R2 U2 R' D2 R' B2 D B' L2 U' L2 F2 D' F';2026-06-26 21:56:59;7.66
12847;10.23;;D L2 U' F2 R2 F2 D R2 D2 U' B2 R B' F2 U' R' B2 D' F' R';2026-06-26 21:57:21;10.23
12848;8.64;;R2 B2 L2 F D2 U2 L2 F L2 U2 F D2 L B' R' D' L' D' R' F2 L;2026-06-26 21:57:47;8.64
12849;11.01;;D2 F' L2 B2 L2 U2 B R2 F2 U2 R B' L U' R2 U2 R' D F2 L2 B';2026-06-26 21:58:07;11.01
12850;11.81;;B' D2 B D2 F2 R2 U2 F2 R2 U2 B' U R2 B' F' U F L B R' U';2026-06-26 21:58:27;11.81
12851;8.96;;R B' R2 F R2 U2 F U2 F' L2 U2 F2 D' U B' F' L' D L2 R';2026-06-26 21:58:46;8.96
12852;9.58;;U' R B' U2 L2 B2 L2 B R2 F' R2 F' R2 F L' F2 D U' R F' D';2026-06-26 21:59:03;9.58
12853;11.90;;U' R2 L' U' D' R2 D' F2 L F' L2 U2 R2 L2 B2 L2 D2 B U2 B;2026-06-26 21:59:24;11.9
12854;10.24;;R2 U' L2 D' U2 F2 U2 L2 B2 L2 B2 F L B' R F2 U B' F2 L' U;2026-06-26 21:59:49;10.24
12855;10.85;;F R2 U2 F2 U R2 D B2 D F2 D2 R2 U F' U' F' U R' B' U R;2026-06-26 22:00:18;10.85
12856;11.44;;U' F' B L' U F2 U2 L' D U2 L U2 F2 U2 F2 R2 D2 R L2;2026-06-26 22:00:42;11.44
12857;9.46;;L B' U2 L D2 L F2 U2 L U2 R' F2 D2 B' F' U F' R D F2;2026-06-26 22:01:07;9.46
12858;11.10;;D' B' L2 B2 U2 R F2 L' R' B2 R D2 F2 B D' U2 R' U' B2 U;2026-06-26 22:01:29;11.1
12859;10.35;;B2 L2 B' U2 F U2 F L2 F2 D2 F' R2 L' B U' F2 R' F' D U2 R2;2026-06-26 22:02:14;10.35
12860;10.06;;L U2 B2 F2 R F2 L' U2 B2 R F2 R' B F' D B L2 B' U;2026-06-26 22:02:45;10.06
12861;9.12;;L' F B2 U' R2 U' L2 F2 U F2 R2 D F2 U2 R' U' F' R2 F' U;2026-06-26 22:03:06;9.12
12862;10.07;;B2 L D2 U2 L B2 R2 D2 B2 D2 L B U2 F D R B2 U' L R D';2026-06-26 22:03:28;10.07
12863;7.25;;R' F2 D R2 U' R2 F2 L2 R2 U' R2 D B2 L U2 F2 L' D' U R' B';2026-06-26 22:03:59;7.25
12864;8.41;;U B' D' U2 B2 U2 F2 U' R2 D' B2 L' B R F D2 B2 D2;2026-06-26 22:04:15;8.41
12865;11.11;;L2 D2 B U' R' L' U2 F D' L' D2 R' L2 F2 R B2 D2 B2 L2 D2;2026-06-26 22:04:37;11.11
12866;9.34;;L' R2 B' U2 B D2 B' F2 U2 B R2 D' L2 B R' U2 B2 R' B F';2026-06-26 22:04:59;9.34
12867;10.01;;B2 U B2 D U2 L2 D' B2 F2 L R U' F D2 L' U B F2 D';2026-06-26 22:05:20;10.01
12868;8.49;;B R2 D2 U2 R2 B R2 F L2 F' R B R B' L D' F' R B U2;2026-06-26 22:05:37;8.49
12869;9.37;;U2 D' B R U' B' L' D R2 U2 R B2 R' B2 D2 F2 B2 L2 B2 L F;2026-06-26 22:05:53;9.37
12870;8.66;;U' D' B' D' B R' F' L' B F2 D2 B2 D F2 U B2 R2 U F2 B2;2026-06-26 22:06:12;8.66
12871;9.68;;R2 L D L2 D' R2 F L B' D' F2 D' L2 F2 D' F2 B2 D2 L2;2026-06-26 22:06:30;9.68
12872;8.85;;B U2 L2 D2 F L2 F U2 R2 F' R2 F U' F' U B L' D' B F' L';2026-06-26 22:06:54;8.85
12873;9.39;;L' U' F2 U L2 D2 R2 D' L2 B2 R2 F' U F' D' B' D R2 D2;2026-06-26 22:07:11;9.39
12874;9.94;;D2 B L2 R2 B L2 D2 F R2 U2 R U B' L U2 F R' B L2 B';2026-06-26 22:07:29;9.94
12875;10.73;;F' L2 D' U2 L2 B2 F2 D L2 F2 U2 R2 F' L' B' U' B2 U' L' D2;2026-06-26 22:07:47;10.73
12876;10.68;;L2 D2 F2 R' D2 R' B2 R F2 D2 U2 R B' L D' F' R B D F2 R';2026-06-26 22:08:07;10.68
12877;7.92;;U2 B2 R L2 F2 L2 B D' R2 U D B2 L2 D' B2 R2 U2 F';2026-06-26 22:08:34;7.92
12878;9.89;;L2 B L' B2 D2 F U' R B2 U2 L D2 F2 R U2 F2 B2 R2 F U';2026-06-26 22:08:51;9.89
12879;10.94;;L R2 B2 U2 F' D2 R2 F D2 L2 B U B2 U2 B' D L F2 U;2026-06-26 22:09:11;10.94
12880;10.20;;R' B2 U2 B D' R' U B' F2 D2 L U2 L B2 R' U2 L2 D2 B2 R';2026-06-26 22:09:31;10.2
12881;11.22;;R' D2 R' D2 B2 L2 U2 R U2 R' B2 D R' F2 D R2 B' U B' D2;2026-06-26 22:09:48;11.22
12882;10.52;;L2 F U2 L2 F R2 F2 R2 D2 F R2 D2 U' R2 B U L D U' F L';2026-06-26 22:10:07;10.52
12883;10.53;;D B F2 D L2 D R2 U' L2 U' R2 B2 F2 R B D L' U2 R2 U';2026-06-26 22:10:26;10.53
12884;7.66;;B L B' U R2 B2 D2 R2 U2 L2 B2 D R2 B R B D2 R F' D;2026-06-26 22:10:44;7.66
12885;14.43;;B' R' B R' F' R D B2 U2 R U2 L' D2 R' U2 B2 L B2 R D;2026-06-26 22:10:59;14.43
12886;8.34;;L2 R2 F R2 F' L2 U2 F' U2 R2 F2 R' B2 F' R2 U' L2 F2 D2 L;2026-06-26 22:11:24;8.34
12887;9.91;;D2 R2 B L2 B R2 B' R2 F' L2 R2 D F' D2 U2 L' U' B R' F';2026-06-26 22:11:48;9.91
12888;7.20;;R' U' R2 U2 F2 L2 D2 B2 U' L2 U' B D F' R2 F' U' B L U';2026-06-26 22:12:12;7.2
12889;8.77;;F2 D2 B2 L2 R2 D L2 U R2 B2 U2 F D2 U L2 U F2 R F' L' D';2026-06-26 22:12:27;8.77
12890;11.13;;U2 B2 D' L2 D U2 R2 F2 U B2 L' U2 B' U F2 U L2 B L' B';2026-06-26 22:12:45;11.13
12891;10.68;;D B' U D' F2 D2 R U' F' U' L2 D' F2 L2 B2 L2 U F2 U2;2026-06-26 22:13:24;10.68
12892;8.79;;B U D R' F D2 L D2 L' F2 B' L2 F' L2 U2 F B2 U2 D2 B' L2;2026-06-26 22:13:45;8.79
12893;8.80;;B2 L' F2 R2 D' F2 R2 D U2 B2 F2 L2 F' L2 D' B D R' D2;2026-06-26 22:14:02;8.8
12894;8.79;;D2 B2 U' B2 U2 L2 B2 R2 D L2 R2 B' U F2 U F D' R B R';2026-06-26 22:14:19;8.79
12895;10.61;;B L2 B2 L2 R2 U L2 D' L2 U R2 U' B D B' L B2 D2 B' L;2026-06-26 22:14:37;10.61
12896;10.84;;B2 L2 R2 F2 U' R2 U' R2 D F D2 L U2 L2 F U2 R;2026-06-26 22:15:00;10.84
12897;8.79;;U2 F2 R2 B2 L' U2 L' B2 U2 L2 B' D B F U' R2 B D2 L';2026-06-26 22:15:18;8.79
12898;8.94;;D' L2 B2 L2 D B2 F2 R2 B2 D' U' L F D2 B D L' D B' L';2026-06-26 22:15:35;8.94
12899;9.36;;D' R' U2 L2 U L2 U' L2 F2 D' R2 U B D' L' U L B R2 F;2026-06-26 22:15:53;9.36
12900;9.28;;B D' L2 D2 F2 R F U' L2 U2 B R2 F' D2 L2 U2 B2 D2 B L;2026-06-26 22:16:13;9.28
12901;7.24;;D L2 U B2 F2 D R2 B2 D R2 D' L2 B' R' U L2 B D' U B D';2026-06-26 22:16:49;7.24
12902;17.83;;U' B2 D R2 U R2 D2 F2 D' F2 L2 U R' U2 B' R2 B2 L B' U';2026-06-26 22:17:08;17.83
12903;7.94;;F R U' R2 F2 L2 B2 U' F2 D2 F2 L2 D2 R D2 L' F' R' U B';2026-06-26 22:17:34;7.94
12904;8.01;;B2 U B2 D' B2 L2 U L2 D' L2 D2 L' U B F2 U2 F' L2 D2 R' U;2026-06-26 22:17:55;8.01
12905;8.16;;U2 B R F2 B R L' D2 F U' B2 U B2 R2 U B2 L2 D R2 L2 D;2026-06-26 22:18:12;8.16
12906;9.33;;R2 U B2 L F L' B R D' R2 U2 F2 L2 F' U2 F2 U2 L2 F2;2026-06-26 22:19:00;9.33
12907;9.08;;R' F2 R B2 F2 U2 L2 D' L2 R2 U' R2 F2 D' R' F L2 U2 B R' U;2026-06-26 22:19:17;9.08
12908;9.06;;U' D L' B R F2 D' B L2 B R2 B' U2 F D2 R2 F' L2 F2 L';2026-06-26 22:20:23;9.06
12909;8.78;;L' F2 U2 L D2 R' D2 R2 U2 R' B2 U L' B F2 R U2 B U F;2026-06-26 22:20:52;8.78
12910;9.66;;B2 R' D2 R' F2 L2 D2 F2 L B2 L2 U2 F U' F' R F L' D R U;2026-06-26 22:21:10;9.66
12911;7.80;;U L D' L2 R2 D B2 R2 B2 D' R2 U2 R2 U' F U B2 L' F' R2 U;2026-06-26 22:21:29;7.8
12912;13.80;;F' B U' R2 F L' U' D2 B' D2 R' U2 R B2 U2 L D2 B2 R2 L';2026-06-26 22:21:46;13.8
12913;9.19;;R' B U F L' B2 D' B2 R' D2 R2 D F2 D F2 L2 U B2 U' B2 R2;2026-06-26 22:22:23;9.19
12914;9.83;;D2 U2 L B2 D2 B2 D2 L U2 R' U2 R D' B L U2 B2 L U2 F U;2026-06-26 22:22:45;9.83
12915;10.74;;U R U' B' D F R2 D' R' D2 F R2 F U2 F' D2 L2 B' L2 F R2;2026-06-26 22:23:04;10.74
12916;7.78;;D2 B' L2 F R2 B U2 F' U2 F2 U2 R' U' B2 R2 F U' B2 U' R';2026-06-26 22:23:23;7.78
12917;8.65;;U F2 R2 F D2 R' D F' L R2 B' R2 B' D2 F' R2 F R2 F;2026-06-26 22:23:42;8.65
12918;DNF(16.59);;U' F L' B2 R U2 R U2 R B2 F2 L F2 B' D R B' U' B U' L';2026-06-26 22:23:59;16.59
12919;9.94;;B R2 D2 F' D2 B L2 B L2 F2 L2 F R' B2 F R B' L D' B2;2026-06-26 22:25:19;9.94
12920;9.67;;B2 L U2 B U' F' R2 D' L R2 B L2 F2 B L2 F' L2 U2 F' U2 L2;2026-06-26 22:25:39;9.67
12921;12.84;;B' U2 B2 L' U' R' D' F2 R' D2 B' L2 B' U2 R2 B2 R2 D2 B' U2 B';2026-06-26 22:25:59;12.84
12922;10.80;;D2 U2 B2 R2 F' L2 R2 B2 D2 U2 R2 U2 L' F U2 R D' U' R;2026-06-26 22:26:25;10.8
12923;10.01;;D2 R U D' F L' U2 R U L2 U2 B2 D' F2 D F2 U L2 B2 F' R;2026-06-26 22:26:44;10.01
12924;10.94;;L' U2 R2 U' F B' R' B' L' D R2 U R2 U2 F2 D' R2 F2 D B2 F;2026-06-26 22:27:05;10.94
12925;8.24;;R' B2 U' L' F R U2 R' U B2 U L2 B2 D F2 L2 D' F2 U2 B2;2026-06-26 22:27:24;8.24
12926;7.93;;F' L' F2 B' L' F' L' U B2 U B2 R2 U B2 L2 D F2 U' L2 R D;2026-06-27 12:51:45;7.93
12927;10.44;;U' F2 U' B2 D' F2 L2 D2 F2 U' L2 B2 R B D' R' D L2 F' D2 L;2026-06-27 12:52:15;10.44
12928;9.20;;F2 L2 R2 D2 U2 F2 D' L2 R2 U2 R D' B R2 U L' R2 F' U' R';2026-06-27 12:52:36;9.2
12929;9.24;;B' L2 B R2 D2 L2 F' L2 F' L2 U2 B2 L U' B F' D2 R U F2 D';2026-06-27 12:52:55;9.24
12930;9.32;;F2 R2 F D2 B2 R2 U2 F' U2 F D2 B2 R' B L2 U B' L' B D2;2026-06-27 12:53:14;9.32
12931;9.18;;L2 B' D2 B2 D2 L2 U2 F U2 B R2 F R' B2 L' U F' R2 B F' L;2026-06-27 12:53:33;9.18
12932;9.14;;D' R B2 U B2 L2 U' R2 D2 L2 D2 R2 F' L F D2 B2 U' B D2;2026-06-27 12:53:51;9.14
12933;12.23;;L2 U B' L' U2 F' D B2 D2 B2 U2 R2 U2 L' D2 L D2 F2 U R';2026-06-27 12:54:09;12.23
12934;9.85;;R2 U R2 D F2 U' R2 U R2 U2 R' D R D' F' D' L B' U2;2026-06-27 12:54:44;9.85
12935;9.73;;D2 F' D2 B' F' L2 B' D2 L D B' L U' R B U' L';2026-06-27 12:55:01;9.73
12936;8.93;;F' R2 U2 F U2 L2 F R2 D2 F2 D2 R B' R2 F2 L' F' U' L R';2026-06-27 12:55:26;8.93
12937;7.23;;D B D2 L2 U2 F' U2 F L2 B' F2 D' F U L' U' B2 D F;2026-06-27 12:55:47;7.23
12938;9.96;;U F2 L2 D' R2 U L2 B2 L2 D L2 F' R B' U R2 U L B' R F;2026-06-27 12:56:03;9.96
12939;12.68;;B U2 R2 B' U2 F D2 F2 D2 F D2 R2 D B' R2 U2 B L U' F L';2026-06-27 12:56:20;12.68
12940;7.57;;D2 F' L2 F L2 F2 R2 U2 L2 F R' F2 D' R2 D2 L2 B R D2;2026-06-27 12:56:55;7.57
12941;9.37;;R2 B R2 B U L D B' D2 B2 L' B2 U2 L2 B2 U2 R F2 R' F2;2026-06-27 12:57:10;9.37
12942;8.95;;D2 F' U2 L2 D2 R2 B F2 L2 F' U R B2 L R' D L B' U';2026-06-27 12:57:50;8.95
12943;11.01;;U L' F2 L F2 D2 F2 R2 U2 R D2 F2 R B D' U2 B D2 F U B2;2026-06-27 12:58:08;11.01
12944;8.62;;R2 D2 B2 D2 B2 R2 F2 R2 U L D2 R' U' B R F' D2 L' B';2026-06-27 12:58:26;8.62
12945;12.34;;R B2 U F D2 R B' R2 U D2 F2 R2 D R2 D' F2 L2 D R F2;2026-06-27 12:58:44;12.34
12946;12.06;;R' U2 F' R2 U' R U2 F U2 L2 U2 R2 F2 L' B2 R U2 L B;2026-06-27 12:59:05;12.06
12947;9.14;;R2 L D L F2 D' L2 B' R' F2 L2 U' R2 D2 F2 U' L2 B2 D' F2;2026-06-27 12:59:29;9.14
12948;8.42;;F R2 D' L2 F2 D U2 B2 F2 L2 U2 B' U L F L R' U' B D;2026-06-27 12:59:45;8.42
12949;11.17;;U2 R2 U2 F2 R' U2 L U2 L2 F2 L2 B L2 D' L R F D' L2 D2;2026-06-27 13:00:05;11.17
12950;12.87;;F' B2 D2 B2 U L2 R2 B2 L2 U2 R2 U' L' U2 R' U' F L B2;2026-06-27 13:00:25;12.87
12951;12.00;;R' B R2 F2 R2 U R2 D F2 U2 L2 D' R2 F2 R F' R2 D2 R F';2026-06-27 13:00:47;12.0
12952;9.39;;R' U F2 L B2 R F2 L D2 L U2 L2 R' B2 F U' L2 U' F' L B';2026-06-27 13:01:15;9.39
12953;9.16;;F2 R' U2 B' U2 D L F2 D' B2 R' L F2 R2 U2 R U2 D2 B2;2026-06-27 13:01:31;9.16
12954;8.53;;D2 F B2 L2 U2 B2 L U2 R D2 L' U2 D' L' B' D R2 B' F2;2026-06-27 13:01:53;8.53
12955;9.14;;L B U2 B2 D R2 F2 L2 U' B2 F2 D B' L' R2 B2 D R D L2;2026-06-27 13:02:17;9.14
12956;8.93;;B' L D2 R' B2 F2 U2 L D2 R D2 L2 U' L B F L F L' B2;2026-06-27 13:02:35;8.93
12957;8.01;;R' F' D2 B L2 B' D2 U2 L2 D2 F L2 F' D' F D2 R' D F U2 L';2026-06-27 13:02:53;8.01
12958;8.40;;U F L' B' U' L2 B D B' U2 D2 B U2 L2 B' R2 F' D2 B' U2 R;2026-06-27 13:03:10;8.4
12959;12.14;;U2 F D2 L2 R2 F L2 F' U2 F U' B L' D B' L B2 L R;2026-06-27 13:03:26;12.14
12960;10.48;;F' L' F D2 R2 F2 D U B2 U' L2 U L2 R' F D2 U2 L' U';2026-06-27 13:03:53;10.48
12961;10.41;;R2 B2 U2 L2 U2 L2 F L2 R2 B2 D' L B D2 F R' D2 R D;2026-06-27 13:04:11;10.41
12962;8.50;;B R2 D2 L2 R2 B F L2 U2 F' U2 F' L D2 U F2 D L' R2 B R2;2026-06-27 13:04:31;8.5
12963;8.71;;B' U R' U' L' F U2 D' R2 U' L2 B2 L2 F2 U B2 U R2 F L';2026-06-27 13:04:48;8.71
12964;9.28;;D' B' D2 F' D2 R2 D2 R2 F' U2 R2 F' R2 U F' R' U F2 U L B2;2026-06-27 13:05:06;9.28
12965;9.67;;R2 D' F2 R U2 L2 B2 U2 L' R2 D2 R U2 B' U' F' D B' R U';2026-06-27 13:05:24;9.67
12966;10.16;;U' F2 D2 L2 U' L2 D' L2 U B2 D2 B' D L R U' L R2 F2 D;2026-06-27 13:05:43;10.16
12967;7.70;;D2 L2 F2 L2 B2 U2 L' F2 R' F2 B' U L' D R2 F' L D2 F;2026-06-27 13:06:04;7.7
12968;9.10;;F2 R D2 R' U2 L B2 F2 R D2 F U2 L' D L F2 U' R B' L';2026-06-27 13:06:21;9.1
12969;10.52;;D B2 U R2 D2 R2 U B2 F2 R2 U L B' R D' U2 B U' L2 D;2026-06-27 13:06:36;10.52
12970;9.66;;L F R2 D F' U' B U B2 L2 U2 L B2 U2 F2 B2 L F2 D';2026-06-27 13:07:51;9.66
12971;9.38;;D L2 U' L2 R2 D L2 D' B2 F2 U L R F' R2 U B' D' U' R' F2;2026-06-27 13:09:01;9.38
12972;9.06;;B U R2 D' U L2 U2 F2 U2 B D2 L' U' B L D R;2026-06-27 13:09:24;9.06
12973;8.88;;D L' U2 B2 R F2 U2 R2 B2 R D2 R2 B D' B2 U' B L' B F';2026-06-27 13:09:42;8.88
12974;7.76;;L2 B2 U2 R' B2 D2 R D2 B2 D2 U2 R2 D F2 R F2 L B' R B2;2026-06-27 13:10:03;7.76
12975;7.55;;U' B L F' R F2 D L F2 U D R2 L2 U2 B2 U' R2 F2 U2 F2;2026-06-27 13:10:30;7.55
12976;10.36;;F' D' F B2 U2 R2 D' L2 B2 U2 B2 R2 U' L' D2 B' R D' F U;2026-06-27 13:10:48;10.36
12977;9.61;;B2 D2 R2 D' L2 R2 F2 U' R2 U' F L2 D2 F' R F2 U2 F' D2;2026-06-27 13:11:06;9.61
12978;10.14;;L' B' F2 D2 L2 D' F2 R2 U' R2 U B2 U' B U2 F2 L' B' F D2;2026-06-27 13:12:23;10.14
12979;9.50;;F U' D2 R F2 B' L' U B' R2 B2 U' B2 U2 B2 U' F2 L2 B2 U;2026-06-27 13:12:43;9.5
12980;11.12;;F D' F' L2 D2 L2 B2 D2 B D2 F2 L2 B R B' R2 D R' U' R';2026-06-27 13:13:03;11.12
12981;9.18;;D F2 D' R2 U' L2 U2 F2 U' L2 F L B L' R2 U' B' U2 R B';2026-06-27 13:14:14;9.18
12982;7.99;;R L2 B2 R2 D B2 D' L2 D2 U R2 D L U R D B F2 R B2 R2;2026-06-27 13:14:31;7.99
